title,asin,actors,binding,brand,directors,ean,edition,formatted_price,genre,isbn,label,manufacturer,price_and_currency,product_group,product_type_name,publication_date,publisher,region,release_date,running_time,sales_rank,studio,upc
Blues Brothers 2000 [VHS],0783227078,"[Dan Aykroyd, John Goodman, Joe Morton, Nia Peeples, Kathleen Freeman]",VHS Tape,,[John Landis],9780783227078,VHS video,$2.27,,0783227078,Universal Studios,Universal Studios,"(6.95, USD)",Video,ABIS_VIDEO,1998-06-30,Universal Studios,US,1999-01-26,124,220086,Universal Studios,096898337939
Fletch,0783227981,"[Chevy Chase, Tim Matheson, Joe Don Baker, Dana Wheeler-Nicholson, Richard Libertini]",DVD,Universal Studios,[Michael Ritchie],9780783227986,DVD Video,$1.93,,0783227981,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(16.48, USD)",DVD,ABIS_DVD,1998-07-31,Universal Studios Home Entertainment,US,1998-08-18,98,85382,Universal Studios Home Entertainment,002519202852
Babylon 5: Season 5,B00019071C,"[Bruce Boxleitner, Tracy Scoggins, Monique Edwards]",DVD,BABYLON 5,[],9780790776538,,,Science Fiction,0790776537,Warner Home Video,Warner Home Video,"(None, None)",DVD,ABIS_DVD,,Warner Home Video,US,2004-04-13,968,128960,Warner Home Video,085392427529
127 Hours,B0041KKYDI,"[James Franco, Lizzy Caplan]",DVD,Twentieth Century Fox,[Danny Boyle],0024543736325,New Box Art,$2.00,,,Fox Searchlight,Fox Searchlight,"(5.99, USD)",DVD,ABIS_DVD,2016-01-05,Fox Searchlight,US,2011-03-01,94,12036,Fox Searchlight,024543736325
House on Haunted Hill,0790744309,"[Vincent Price, Carol Ohmart, Richard Long, Alan Marshal, Carolyn Craig]",DVD,Warner Manufacturing,[William Castle],9780790744308,DVD Video,$9.14,,0790744309,Warner Home Video,Warner Home Video,"(15.98, USD)",DVD,ABIS_DVD,1999-10-31,Warner Home Video,US,1999-10-26,75,140184,Warner Home Video,012569091320
The Lion in Winter [VHS],0792844645,"[Peter O'Toole, Katharine Hepburn, Anthony Hopkins, John Castle, Nigel Terry]",VHS Tape,,[Anthony Harvey],9780792844648,,$1.50,,0792844645,Fox Home Entertainme,Fox Home Entertainme,"(1.5, USD)",Video,ABIS_VIDEO,,Fox Home Entertainme,US,2002-07-30,134,223832,Fox Home Entertainme,027616801135
Caligula [VHS],6305669651,[],VHS Tape,,[],9786305669654,,$80.00,,6305669651,Image Entertainment,Image Entertainment,"(80, USD)",Video,ABIS_VIDEO,,Image Entertainment,US,1999-11-23,156,300477,Image Entertainment,014388190604
The Wicker Man (Full Screen Unrated/Rated Edition),B000JYW5DM,"[Nicolas Cage, Ellen Burstyn, Leelee Sobieski, Kate Beahan, Frances Conroy]",DVD,Warner Manufacturing,[Neil LaBute],0085391100911,Rated Edition,$0.75,Mystery & Thrillers,,Warner Home Video,Warner Home Video,"(9.9, USD)",DVD,ABIS_DVD,2006-12-01,Warner Home Video,US,2006-12-19,102,133770,Warner Home Video,085391100911
Saw IV [Blu-ray],B001053038,"[Tobin Bell, Scott Patterson, Costas Mandylor, Betsy Russell, Lyriq Bent]",Blu-ray,LION'S GATE ENTERTAINMENT,[Darren Lynn Bousman],0031398222002,Unrated,$4.65,,,Lions Gate,Lions Gate,"(14.99, USD)",DVD,ABIS_DVD,2011-09-06,Lions Gate,US,2008-01-22,98,94439,Lions Gate,031398222002
Death Wish 2 [VHS],6303920098,"[Charles Bronson, Jill Ireland, Vincent Gardenia, J.D. Cannon, Anthony Franciosa]",VHS Tape,,[Michael Winner],9786306367719,,$6.91,,6306367713,Good Times Video,Good Times Video,"(10.85, USD)",Video,ABIS_VIDEO,,Good Times Video,US,2001-05-15,,235213,Good Times Video,018713740717
Drums Along the Mohawk [VHS],6301798708,"[Claudette Colbert, Henry Fonda, Edna May Oliver, Eddie Collins, John Carradine]",VHS Tape,,[John Ford],9786301798709,VHS video,$3.99,,6301798708,20th Century Fox,20th Century Fox,"(14.95, USD)",Video,ABIS_VIDEO,1988-04-30,20th Century Fox,US,1998-09-01,104,244443,20th Century Fox,086162138232
Radio Days [VHS],6303636411,"[Leah Carrey, Danielle Ferland, William Flanagan, Seth Green, Paul Herman]",VHS Tape,,[],9786303636412,,$64.90,,6303636411,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,"(64.9, USD)",Video,ABIS_VIDEO,,Metro-Goldwyn-Mayer,US,1995-09-26,88,851747,Metro-Goldwyn-Mayer,023568086057
2001: A Space Odyssey [VHS],6302760046,"[Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter, Leonard Rossiter]",VHS Tape,,[Stanley Kubrick],9786302760040,VHS video,$0.89,Science Fiction,6302760046,MGM (Video & DVD),MGM (Video & DVD),"(3.88, USD)",Video,ABIS_VIDEO,1993-05-31,MGM (Video & DVD),US,1993-06-30,149,345058,MGM (Video & DVD),027616310330
Ratatouille,B000VBJEEG,"[Brad Garrett, Lou Romano, Patton Oswalt]",DVD,Buena Vista Home Video,"[Brad Bird, Jan Pinkava]",0401953000114,,$7.99,Kids & Family,,Disney-Pixar,Disney-Pixar,"(7.99, USD)",DVD,ABIS_DVD,,Disney-Pixar,US,2007-11-06,111,244,Disney-Pixar,786936727173
The Day the Earth Stood Still (Two-Disc Widescreen Edition),B001SGEUYW,"[Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith, John Cleese]",DVD,"REEVES,KEANU",[Scott Derrickson],0024543569688,,$2.76,Action & Adventure,,20th Century Fox,20th Century Fox,"(7.99, USD)",DVD,ABIS_DVD,2014-09-09,20th Century Fox,US,2009-04-07,104,18393,20th Century Fox,024543569688
The Sixth Sense [VHS],630573240X,"[Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan]",VHS Tape,,[M. Night Shyamalan],9786305732402,,$0.75,,630573240X,Buena Vista Home Ent,Buena Vista Home Ent,"(3.98, USD)",Video,ABIS_VIDEO,,Buena Vista Home Ent,US,2000-03-28,107,137830,Buena Vista Home Ent,786936115628
The Fog [VHS],0792846303,"[Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman, Tom Atkins]",VHS Tape,,[John Carpenter],9780792846307,,$32.98,,0792846303,MGM (Video & DVD),MGM (Video & DVD),"(32.98, USD)",Video,ABIS_VIDEO,,MGM (Video & DVD),US,2000-08-01,89,175196,MGM (Video & DVD),027616851314
Stephen King's Storm of the Century [VHS],1573625736,"[Becky Ann Baker, Kathleen Chalfant, Adam Zolotin, Adam LeFevre, Peter MacNeill]",VHS Tape,,[],9781573625739,VHS video,$4.99,,1573625736,Vidmark / Trimark,Vidmark / Trimark,"(19.99, USD)",Video,ABIS_VIDEO,1999-05-31,Vidmark / Trimark,US,2000-07-18,248,208372,Vidmark / Trimark,031398703136
True Blood: Season 5,B0092Q82LC,[Various],DVD,HBO HOME ENTERTAINMENT,[Various],0883929261673,,$17.99,Drama,,HBO Studios,HBO Studios,"(19.8, USD)",DVD,ABIS_DVD,2014-11-04,HBO Studios,US,2013-05-21,720,8505,HBO Studios,883929261673
District B13,B000GPPPTK,"[Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri, Dany Verissimo-Petit]",DVD,Magnolia Pictures,[Pierre Morel],0876964000208,,$1.49,Action & Adventure,,Magnolia Home Entertainment,Magnolia Home Entertainment,"(8.01, USD)",DVD,ABIS_DVD,2012-07-24,Magnolia Home Entertainment,US,2006-09-05,84,82351,Magnolia Home Entertainment,876964000208
Maria Full of Grace,B0002TT0MI,"[Catalina Sandino Moreno, Yenny Paola Vega, Jhon Alex Toro, Giulied López, Patricia Rae]",DVD,HBO HOME VIDEO,[Joshua Marston],9780783114842,,$4.50,,0783114842,HBO Studios,HBO Studios,"(6.99, USD)",DVD,ABIS_DVD,2009-09-29,HBO Studios,US,2005-09-06,101,12093,HBO Studios,026359192722
To Catch a Thief [VHS],6300215741,"[Cary Grant, Grace Kelly, Jessie Royce Landis, John Williams, Charles Vanel]",VHS Tape,,[Alfred Hitchcock],9786300215740,VHS video,$1.96,,6300215741,Paramount,Paramount,"(12.01, USD)",Video,ABIS_DVD,1986-11-30,Paramount,US,1998-01-01,106,177034,Paramount,097360630831
"Star Trek - The Original Series, Vol. 9, Episodes 17 & 18: Shore Leave/ The Squire of Gothos",6305754985,[],DVD,,[],9780792156871,,$27.00,,6305754985,Paramount Home Video,Paramount Home Video,"(27, USD)",DVD,ABIS_VIDEO,,Paramount Home Video,US,2000-03-21,100,213675,Paramount Home Video,097366000973
The Thin Man [VHS],6301978420,"[William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton, Minna Gombell]",VHS Tape,,[W.S. Van Dyke],9786301978422,VHS video,$1.99,,6301978420,Warner Home Video,Warner Home Video,"(1.99, USD)",Video,ABIS_VIDEO,1987-01-31,Warner Home Video,US,1991-04-24,91,240393,Warner Home Video,027616060808
Doctor Who: The Complete Fifth Series,B003EV6DBM,"[Matt Smith, Karen Gillan, Arthur Darvill, Alex Kingston]",DVD,Warner Brothers,[],0883929279272,,$39.96,Military & War,,BBC Home Entertainment,BBC Home Entertainment,"(39.96, USD)",DVD,ABIS_DVD,,BBC Home Entertainment,US,2010-11-09,655,37018,BBC Home Entertainment,883929098750
As Good As It Gets,0767811100,"[Lupe Ontiveros, Cuba Gooding Jr., Harold Ramis, Helen Hunt, Jack Nicholson]",DVD,"NICHOLSON,JACK",[James L. Brooks],9780767811101,DVD Video,$4.75,Comedy,0767811100,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(9.96, USD)",DVD,ABIS_DVD,2005-09-20,Sony Pictures Home Entertainment,US,1998-05-19,138,4975,Sony Pictures Home Entertainment,043396217096
Scary Movie 2,B00003CY57,"[Anna Faris, Marlon Wayans, Antony Acker, Mark Barrett, Richard Bellos]",DVD,Buena Vista Home Video,[Keenen Ivory Wayans],9780788831447,,$1.79,,0788831445,Dimension Films,Dimension Films,"(8.95, USD)",DVD,ABIS_DVD,,Dimension Films,US,2001-12-18,83,141528,Dimension Films,786936165357
"House, M.D.: Season 1",B0009WPM1Q,[Hugh Laurie],DVD,Universal Studios,[],9781417070329,,$9.97,Mystery & Thrillers,1417070323,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(12.91, USD)",DVD,ABIS_DVD,,Universal Studios Home Entertainment,US,2005-08-30,1946,11983,Universal Studios Home Entertainment,025192849121
A Better Life [Blu-ray],B005HFI7HQ,[Demián Bichir],Blu-ray,Summit,[Chris Weitz],0025192108464,,$8.97,Drama,,Summit Entertainment,Summit Entertainment,"(9.99, USD)",DVD,ABIS_DVD,2014-02-18,Summit Entertainment,US,2011-10-18,97,26917,Summit Entertainment,025192108464
Earth vs the Flying Saucers [VHS],6303686850,"[Hugh Marlowe, Joan Taylor, Donald Curtis, Morris Ankrum, John Zaremba]",VHS Tape,,[Fred F. Sears],9786303686851,,$13.20,,6303686850,Columbia Tristar,Columbia Tristar,"(17.95, USD)",Video,ABIS_VIDEO,,Columbia Tristar,US,1996-06-04,83,269154,Columbia Tristar,043396606692
Shogun - The Complete Epic [VHS],6300218171,"[Richard Chamberlain, Toshirô Mifune, Yôko Shimada, Furankî Sakai, Alan Badel]",VHS Tape,,[Jerry London],9786300218178,VHS video,$9.00,,6300218171,Paramount Home Video,Paramount Home Video,"(9, USD)",Video,ABIS_DVD,1986-09-30,Paramount Home Video,US,1994-09-06,,237541,Paramount Home Video,097368010239
The Band's Visit,B0013HL6ES,"[Ronit Elkabetz, Sasson Gabai, Saleh Bakri, Khalifa Natour, Rubi Moskovitz]",DVD,Sony,[Eran Kolirin],0043396238732,,$11.99,,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(15.99, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2008-07-29,87,8304,Sony Pictures Home Entertainment,043396238732
Enemy Mine [VHS],6300248100,"[Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus, Carolyn McCormick]",VHS Tape,,[Wolfgang Petersen],9786300248106,,$3.18,,6300248100,20th Century Fox,20th Century Fox,"(3.18, USD)",Video,ABIS_VIDEO,,20th Century Fox,US,1997-04-01,108,265836,20th Century Fox,086162149238
Batman: Under the Red Hood (Two-Disc Amazon Exclusive Limited Edition with Litho Cel),B003ES5JDS,"[Bruce Greenwood, Jensen Ackles, John DiMaggio, Neil Patrick Harris, Jason Isaacs]",DVD,Warner Manufacturing,[Brandon Vietti],0883929143450,Amazon Exclusive Edition,$198.90,,,Warner Home Video,Warner Home Video,"(198.9, USD)",DVD,ABIS_DVD,,Warner Home Video,US,2010-07-27,75,262687,Warner Home Video,883929143450
The Tree of Life [Blu-ray],B004A8ZX32,[],Blu-ray,,[],,,,,,,,"(None, None)",DVD,ABIS_DVD,,,US,,,,,
Alfred Hitchcock - The Masterpiece Collection,B000A1INJE,"[Robert Cummings, Joseph Cotten, James Stewart, Edmund Gwenn, Anthony Perkins]",DVD,Masterpiece,[Alfred Hitchcock],9781417059164,,$62.76,Mystery & Thrillers,1417059168,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(62.89, USD)",DVD,ABIS_DVD,2005-10-04,Universal Studios Home Entertainment,US,2005-10-04,1630,8115,Universal Studios Home Entertainment,025192834622
Dirty Pretty Things,B00018D3LE,"[Chiwetel Ejiofor, Audrey Tautou, Sophie Okonedo, Sergi López, Benedict Wong]",DVD,Buena Vista Home Video,[Stephen Frears],0786936232073,,$4.50,,,Miramax Films,Miramax Films,"(4.5, USD)",DVD,ABIS_DVD,2004-03-01,Miramax Films,US,2004-03-23,97,77269,Miramax Films,786936232073
Pretty Woman [VHS],0788821075,"[Richard Gere, Julia Roberts, Jason Alexander, Laura San Giacomo, Ralph Bellamy]",VHS Tape,,[Garry Marshall],9780788821073,VHS video,$0.94,,0788821075,Walt Disney Video,Walt Disney Video,"(3.28, USD)",Video,ABIS_VIDEO,1999-12-31,Walt Disney Video,US,2000-02-01,119,233478,Walt Disney Video,786936122459
Not One Less [VHS],076784730X,"[Minzhi Wei, Huike Zhang, Zhenda Tian, Enman Gao, Zhimei Sun]",VHS Tape,,[Yimou Zhang],9780767847308,VHS video,$15.00,,076784730X,Sony Pictures Home E,Sony Pictures Home E,"(15, USD)",Video,ABIS_VIDEO,2000-08-29,Sony Pictures Home E,US,2001-03-13,106,409474,Sony Pictures Home E,043396047389
Raging Bull,0792833236,"[Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto]",DVD,,[Martin Scorsese],9780792833239,DVD Video,$3.67,,0792833236,MGM (Video & DVD),MGM (Video & DVD),"(10, USD)",DVD,ABIS_DVD,1997-12-31,MGM (Video & DVD),US,2000-01-01,129,122566,MGM (Video & DVD),027616604095
Tales from the Crypt  / The Vault of Horror (Midnight Movies Double Feature),B000RXVNCO,"[Joan Collins, Peter Cushing, Terry-Thomas, Tom Baker, Roy Dotrice]",DVD,TWENTIETH CENTURY FOX HOME ENT,"[Freddie Francis, Roy Ward Baker]",0024543459729,,$25.95,Horror,,20th Century Fox,20th Century Fox,"(41.95, USD)",DVD,ABIS_DVD,,20th Century Fox,US,2007-09-11,169,23213,20th Century Fox,024543459729
Johnny Guitar [VHS],6303391931,"[Joan Crawford, Sterling Hayden, Mercedes McCambridge, Scott Brady, Ward Bond]",VHS Tape,,[Nicholas Ray],9786303391939,Special Edition,$5.98,,6303391931,Lions Gate,Lions Gate,"(18.99, USD)",Video,ABIS_VIDEO,,Lions Gate,US,1995-04-04,110,185917,Lions Gate,017153212730
The Cat's Meow,B0000694ZI,"[Kirsten Dunst, Cary Elwes, Edward Herrmann, Eddie Izzard, Joanna Lumley]",DVD,Lions Gate,[Peter Bogdanovich],9781588176080,,$8.23,,1588176088,Lions Gate,Lions Gate,"(8.9, USD)",DVD,ABIS_DVD,,Lions Gate,US,2004-02-19,114,26882,Lions Gate,031398809920
Anywhere But Here [VHS],B00003CWLN,"[Susan Sarandon, Natalie Portman]",VHS Tape,,[],0002454300378,,$1.21,,,20th Century Fox,20th Century Fox,"(6.43, USD)",Video,ABIS_VIDEO,,20th Century Fox,US,2000-10-31,114,370234,20th Century Fox,002454300378
2010: The Year We Make Contact [VHS],6301963660,"[Roy Scheider, John Lithgow, Helen Mirren, Bob Balaban, Keir Dullea]",VHS Tape,,[Peter Hyams],9786301963664,VHS video,$2.88,,6301963660,Warner Home Video,Warner Home Video,"(12.77, USD)",Video,ABIS_VIDEO,1987-01-31,Warner Home Video,US,1988-10-26,116,431105,Warner Home Video,027616059130
Born on the Fourth of July,0783226764,"[Tom Cruise, Kyra Sedgwick, Willem Dafoe, Tom Berenger, Stephen Baldwin]",DVD,,[Oliver Stone],9780783226767,,$7.98,,0783226764,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(7.98, USD)",DVD,ABIS_DVD,,Universal Studios Home Entertainment,US,1998-04-28,145,271539,Universal Studios Home Entertainment,025192020827
The Simple Life: Season 1,B00013RC34,"[Paris Hilton, Nicole Richie, Albert Leding, Braxton Leding, Cayne Leding]",DVD,TCFHE,"[Alicia Bean, Claudia Frank, Jeff Savenick, Kasey Barrett, Katherine Brooks]",0024543105213,,$4.32,,,E! Entertainment Television,E! Entertainment Television,"(16.57, USD)",DVD,ABIS_DVD,2005-12-13,E! Entertainment Television,US,2004-01-20,150,53119,E! Entertainment Television,024543105213
The Alamo,B0001LYFHW,[],DVD,,[],0018111922395,,$86.17,,,Delta,Delta,"(86.17, USD)",DVD,ABIS_DVD,,Delta,US,2004-03-30,267,437009,Delta,018111922395
Gangster Squad,B005S9ELVC,"[Josh Brolin, Ryan Gosling, Sean Penn, Nick Nolte, Emma Stone]",DVD,Warner Manufacturing,[Ruben Fleischer],0883929241576,Standard Edition,$4.18,ACTION/ADVENTURE,,WarnerBrothers,WarnerBrothers,"(8.99, USD)",DVD,ABIS_DVD,2015-02-17,WarnerBrothers,US,2013-04-23,113,30931,WarnerBrothers,883929241576
Rounders [VHS],6305240655,"[Matt Damon, Edward Norton, Gretchen Mol, John Malkovich, Paul Cicero]",VHS Tape,,[John Dahl],9780788813986,,$1.31,,6305240655,Buena Vista Home Ent,Buena Vista Home Ent,"(1.31, USD)",Video,ABIS_VIDEO,,Buena Vista Home Ent,US,2001-07-03,121,300600,Buena Vista Home Ent,786936091441
Starship Troopers 3: Marauder (+ BD Live) [Blu-ray],B0018CWW9Q,"[Casper Van Dien, Jolene Blalock, Amanda Donohoe, Catherine Oxenberg, Boris Kodjoe]",Blu-ray,BR,[Edward Neumeier],0043396256514,,$4.00,,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(7.49, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2008-08-05,105,31073,Sony Pictures Home Entertainment,043396256514
Peter Pan (45th Anniversary Limited Edition) [VHS],078881172X,"[Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel]",VHS Tape,Disney,"[Clyde Geronimi, Hamilton Luske, Jack Kinney, Wilfred Jackson]",9780788811722,Limited Edition,$3.25,Kids & Family,078881172X,Walt Disney Home Video,Walt Disney Home Video,"(11.99, USD)",Video,ABIS_VIDEO,1998-11-29,Walt Disney Home Video,US,1998-03-03,76,38190,Walt Disney Home Video,786936057713
Above the Law [VHS],0790734583,"[Steven Seagal, Pam Grier, Henry Silva, Ron Dean, Daniel Faraldo]",VHS Tape,,[Andrew Davis],9780790734583,VHS video,$3.76,,0790734583,Warner Home Video,Warner Home Video,"(3.76, USD)",Video,ABIS_VIDEO,1998-03-31,Warner Home Video,US,1998-04-28,99,238248,Warner Home Video,085391586531
Next of Kin,6305133409,"[Patrick Swayze, Liam Neeson, Adam Baldwin, Helen Hunt, Andreas Katsulas]",DVD,Warner Brothers,[Stan Laurel],9786305133407,DVD Video,$8.97,,6305133409,WarnerBrothers,WarnerBrothers,"(9.99, USD)",DVD,ABIS_DVD,2010-09-28,WarnerBrothers,US,2004-09-07,109,12419,WarnerBrothers,001256906702
Star Trek Voyager - The Complete Sixth Season,B00062IDLA,"[Kate Mulgrew, Robert Beltran, Jeri Ryan, Robert Picardo, Tim Russ]",DVD,Paramount,[],0097360508284,,$19.97,,,Paramount,Paramount,"(23.97, USD)",DVD,ABIS_DVD,2008-02-05,Paramount,US,2004-12-07,1133,22178,Paramount,097360508284
The Devil's Advocate [VHS],0790736527,"[Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones, Judith Ivey]",VHS Tape,,[Taylor Hackford],9780790736525,VHS video,$1.44,,0790736527,Warner Home Video,Warner Home Video,"(1.75, USD)",Video,ABIS_VIDEO,1998-07-31,Warner Home Video,US,1998-08-25,144,272146,Warner Home Video,085391617235
Dr. Seuss' The Cat In The Hat (Widescreen Edition),B00005JM7T,"[Mike Myers, Kelly Preston, Alec Baldwin, Dakota Fanning, Spencer Breslin]",DVD,Universal Studios,[Bo Welch],9780783262697,,$3.99,,0783262698,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(4.99, USD)",DVD,ABIS_DVD,2004-03-16,Universal Studios Home Entertainment,US,2004-03-16,82,2751,Universal Studios Home Entertainment,025192147623
Uptown Girls Special Edition,B0000DZ6N3,"[Brittany Murphy, Dakota Fanning, Heather Locklear, Jesse Spencer, Marley Shelton]",DVD,TCFHE/MGM,[Boaz Yakin],9780792859451,Special,$2.95,,0792859456,MGM (Video & DVD),MGM (Video & DVD),"(7.87, USD)",DVD,ABIS_DVD,2014-04-01,MGM (Video & DVD),US,2004-01-01,92,14329,MGM (Video & DVD),027616901224
Northanger Abbey [DVD] [2007] [Region 2] [UK Import],B000NDETLK,"[Felicity Jones, JJ Feild, Carey Mulligan, Liam Cunningham]",DVD,,"[Felicity Jones, JJ Feild, Jon Jones]",5037115245335,,$5.05,,,,,"(5.05, USD)",DVD,ABIS_DVD,,,US,,93,142234,,
Battlestar Galactica: Season One,1417054069,[],DVD,,[],9781417054060,,$16.90,,1417054069,,,"(16.9, USD)",DVD,ABIS_DVD,,,US,,,268663,,
The Bridge on the River Kwai [VHS],0800132009,"[William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa, James Donald]",VHS Tape,,[David Lean],9780800132002,Special Edition,$3.98,,0800132009,Sony Pictures Home E,Sony Pictures Home E,"(6.47, USD)",Video,ABIS_VIDEO,,Sony Pictures Home E,US,1998-02-24,161,198713,Sony Pictures Home E,043396721135
Zero Dark Thirty (Widescreen Edition),B00AZNEW5G,"[Jessica Chastain, Chris Pratt]",DVD,Sony,[Kathryn Bigelow],0043396416987,,$1.55,,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(4.5, USD)",DVD,ABIS_DVD,2014-09-23,Sony Pictures Home Entertainment,US,2013-03-19,157,10744,Sony Pictures Home Entertainment,043396416987
Lara Croft: Tomb Raider (Special Collector's Edition),B00003CXZ1,"[Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor, Daniel Craig]",DVD,PARAMOUNT HOME VIDEO,[Simon West],9780792175049,Special Collector's Edition,$1.99,Action & Adventure,0792175042,Paramount,Paramount,"(11.49, USD)",DVD,ABIS_DVD,,Paramount,US,2001-11-13,100,106273,Paramount,097363367543
Robots (Widescreen Edition),B00005JNQS,"[Ewan McGregor, Halle Berry, Mel Brooks, Robin Williams, Paula Abdul]",DVD,Fox Home Entertainment,"[Carlos Saldanha, Chris Wedge]",0024543193913,No enhanced packaging,$3.00,PB CHILDREN/FAMILY,,20th Century Fox,20th Century Fox,"(4.99, USD)",DVD,ABIS_DVD,2014-11-04,20th Century Fox,US,2013-10-08,91,1568,20th Century Fox,024543193913
The Marine [Blu-ray],B000KX0HH8,[John Cena],Blu-ray,"CENA,JOHN",[],0024543414698,Unrated,$4.95,Drama,,20th Century Fox,20th Century Fox,"(7.26, USD)",DVD,ABIS_DVD,2014-09-23,20th Century Fox,US,2007-02-13,92,46711,20th Century Fox,024543414698
The Last House on the Left [VHS],079284632X,"[Sandra Peabody, Lucy Grantham, David Hess, Fred J. Lincoln, Jeramie Rain]",VHS Tape,,[Wes Craven],9780792846321,,$4.00,,079284632X,Fox Home Entertainme,Fox Home Entertainme,"(7.99, USD)",Video,ABIS_VIDEO,,Fox Home Entertainme,US,2000-08-01,84,154929,Fox Home Entertainme,027616851338
The Debt,B003Y5H4Y8,"[Sam Worthington, Helen Mirren]",DVD,UNI DIST CORP. (MCA),[John Madden],0025192113017,,$3.73,PB ACTION/ADVENTURE,,Miramax Films,Miramax Films,"(7.75, USD)",DVD,ABIS_DVD,2013-05-28,Miramax Films,US,2011-12-06,114,16392,Miramax Films,025192113017
Hustler [VHS],630321245X,"[Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott, Myron McCormick]",VHS Tape,,[Robert Rossen],9786303212456,VHS video,$4.45,,630321245X,20th Century Fox,20th Century Fox,"(9.99, USD)",Video,ABIS_VIDEO,1990-01-31,20th Century Fox,US,1999-10-19,134,200619,20th Century Fox,086162100635
Advise and Consent [VHS],6301231732,"[Franchot Tone, Lew Ayres, Henry Fonda, Walter Pidgeon, Charles Laughton]",VHS Tape,,[Otto Preminger],9786301231732,,$4.25,,6301231732,Anchor Bay,Anchor Bay,"(11.95, USD)",Video,ABIS_VIDEO,,Anchor Bay,US,1988-02-15,139,348870,Anchor Bay,013132961309
Donnie Darko (Widescreen Edition),B00005V3Z4,"[Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne, Maggie Gyllenhaal]",DVD,Twentieth Century Fox,[Richard Kelly],0024543036401,,$21.98,,,20th Century Fox,20th Century Fox,"(21.98, USD)",DVD,ABIS_DVD,,20th Century Fox,US,2003-02-04,113,49441,20th Century Fox,024543036401
The Agony and the Ecstasy [VHS],6301628667,"[Charlton Heston, Rex Harrison, Diane Cilento, Harry Andrews, Alberto Lupo]",VHS Tape,,[Carol Reed],9786301628662,VHS video,$2.00,,6301628667,20th Century Fox,20th Century Fox,"(6.75, USD)",Video,ABIS_VIDEO,1988-01-31,20th Century Fox,US,1995-03-01,138,227405,20th Century Fox,086162100734
The Constant Gardener (Widescreen Edition),B000C65Z1G,"[Ralph Fiennes, Rachel Weisz, Danny Huston, Bill Nighy, Pete Postlethwaite]",DVD,"FIENNES,RALPH",[Fernando Meirelles],0025192629228,,$2.29,,,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(7.72, USD)",DVD,ABIS_DVD,,Universal Studios Home Entertainment,US,2006-01-10,129,50414,Universal Studios Home Entertainment,025192629228
The Toxic Avenger [VHS],6303592570,"[Andree Maranda, Mitch Cohen, Jennifer Babtist, Cindy Manion, Robert Prichard]",VHS Tape,,"[Lloyd Kaufman, Michael Herz]",9786303592572,VHS video,,,6303592589,Wea Corp,Wea Corp,"(None, None)",Video,ABIS_VIDEO,1996-07-31,Wea Corp,US,1995-07-12,82,458775,Wea Corp,790357108930
Max Payne (Unrated Edition) [Blu-ray],B001MTYRJS,"[Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris, Chris O'Donnell]",Blu-ray,Max,[John Moore],0024543554851,Unrated Edition,$6.85,Action & Adventure,,20th Century Fox,20th Century Fox,"(16.73, USD)",DVD,ABIS_DVD,2014-05-06,20th Century Fox,US,2009-01-20,103,93105,20th Century Fox,024543554851
